시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설년도,전화번호,데이터기준일자,제공기관코드,제공기관명,
연무안심시장,상설장,충청남도 논산시 연무읍 연무로178번길 9,충청남도 논산시 연무읍 안심리 14-2,매일,36.1300382,127.0982666,100,"채소, 수산물 등",온누리상품권,http://market.chungnam.net/html/ansim/,Y,Y,1945,041-741-4985,2019-06-26,4540000,충청남도 논산시,
강경대흥시장,상설장,충청남도 논산시 강경읍 계백로105번길 8-4,충청남도 논산시 강경읍 대흥리 48-32,매일,36.1555254,127.0129737,110,"채소, 수산물 등",온누리상품권,http://market.chungnam.net/html/daeheung/,Y,Y,1955,041-745-5150,2019-06-26,4540000,충청남도 논산시,
연산전통시장,상설장,충청남도 논산시 연산면 연산4길 10-8,충청남도 논산시 연산면 연산리 394-2,매일,36.2162707439,127.2164931623,17,"채소, 수산물 등",온누리상품권,,Y,Y,1911,041-733-3222,2019-06-26,4540000,충청남도 논산시,
강경젓갈시장,상설장,충청남도 논산시 강경읍 금백로 45,충청남도 논산시 강경읍 황산리 198,매일,36.1575561591,127.0098061878,93,젓갈 등,온누리상품권,http://www.ggfestival.co.kr/,Y,Y,1989,041-745-1985,2019-06-26,4540000,충청남도 논산시,
덕양시장,상설장,전라남도 여수시 소라면하세동길10,전라남도 여수시 소라면 덕양리 1270-1,매일,34.7980145,127.631817,25,곱창,온누리상품권,www.yeosu.go.kr,Y,Y,1932,061-659-4537,2019-03-27,4810000,전라남도 여수시,
봉산시장,상설장,전라남도 여수시 봉산1로2(봉산동),전라남도 여수시 봉산동 274-4,매일,34.7321344,127.7223718,47,음식점,온누리상품권,www.yeosu.go.kr,Y,Y,1985,061-659-4537,2019-03-27,4810000,전라남도 여수시,
쌍봉시장,상설장,전라남도 여수시 학동2길7(학동),전라남도 여수시 학동 35-3,매일,34.7641401,127.6649695,25,"야채,어물",온누리상품권,www.yeosu.go.kr,Y,Y,1989,061-659-4537,2019-03-27,4810000,전라남도 여수시,
㈜여수수산시장,상설장,전라남도 여수시 여객선터미널길24(교동),전라남도 여수시 교동 680,매일,34.7381358,127.7317535,124,수산물,온누리상품권,www.myeosu.kr,Y,Y,1969,061-662-7268,2019-03-27,4810000,전라남도 여수시,
㈜중앙시장,상설장,전라남도 여수시 중앙로43(교동),전라남도 여수시 교동 400-1,매일,34.7404385,127.7325644,131,포목,온누리상품권,http://sijangyeosu.mf24.net/,Y,Y,1975,061-662-4313,2019-03-27,4810000,전라남도 여수시,
㈜서시장,상설장,전라남도 여수시 좌수영로16-6(서교동),전라남도 여수시 서교동 280,매일,34.741936,127.7285973,191,기성복,온누리상품권,www.yeosu.go.kr,Y,Y,1982,061-642-6720,2019-03-27,4810000,전라남도 여수시,
진남시장,상설장,전라남도 여수시 학동1길10(학동),전라남도 여수시 학동 35-1,매일,34.7642709,127.6641273,51,"야채,어물",온누리상품권,http://ssijangjinnam.mf24.net/,Y,Y,1984,061-682-3131,2019-03-27,4810000,전라남도 여수시,
제일시장,상설장,전라남도 여수시 학동2길7-4(학동),전라남도 여수시 학동 35-2,매일,34.7641887,127.6646466,61,"야채,어물",온누리상품권,www.yeosu.go.kr,Y,Y,1986,061-692-5252,2019-03-27,4810000,전라남도 여수시,
㈜여수수산물특화시장,상설장,전라남도 여수시 남산로60-31(남산동),전라남도 여수시 남산동 4,매일,34.736871,127.7328343,204,수산물,온누리상품권,www.yeosu.go.kr,Y,Y,2010,061-643-5114,2019-03-27,4810000,전라남도 여수시,
서시장주변시장,상설장,전라남도 여수시 서교동2길2-7(서교동),전라남도 여수시 서교동 534-20,매일,34.7409496,127.7285155,250,"야채, 어물",온누리상품권,www.yeosu.go.kr,Y,Y,1932,061-641-0159,2019-03-27,4810000,전라남도 여수시,
중앙선어시장,상설장,전라남도 여수시 이순신광장로101(중앙동),전라남도 여수시 중앙동 385-11,매일,34.739397,127.7369645,29,수산물,온누리상품권,www.yeosu.go.kr,N,Y,1945,,2019-03-27,4810000,전라남도 여수시,
교동시장,상설장,전라남도 여수시 교동시장1길15-10(교동),전라남도 여수시 교동 606-1,매일,34.739126,127.7301724,87,"야채, 어물",온누리상품권,www.yeosu.go.kr,Y,Y,1965,061-666-3778,2019-03-27,4810000,전라남도 여수시,
해안로건어물상가시장,상설장,전라남도 여수시 이순신광장로53(교동),전라남도 여수시 교동 487,매일,34.7393612,127.7342278,33,건어물,온누리상품권,www.yeosu.go.kr,N,Y,1980,,2019-03-27,4810000,전라남도 여수시,
도깨비시장,상설장,전라남도 여수시 학동서5길18(학동),전라남도 여수시 학동 58-7,매일,34.7632952,127.656561,56,"야채, 어물",온누리상품권,www.yeosu.go.kr,Y,Y,1988,061-685-8559,2019-03-27,4810000,전라남도 여수시,
여수진남상가,상설장,전라남도 여수시 통제영2길12(교동),전라남도 여수시 교동 275,매일,34.7413961,127.7334115,380,기성복,온누리상품권,https://www.facebook.com/jinnamstreet,N,Y,1982,061-663-2055,2019-03-27,4810000,전라남도 여수시,
여수흥국상가,상설장,전라남도 여수시 흥국상가길 21,전라남도 여수시 신기동 108-3,매일,34.761115,127.668935,138,"기성복, 음식점",온누리상품권,www.yeosu.go.kr,Y,Y,2019,,2019-03-27,4810000,전라남도 여수시,
나운주공시장,상설장,전라북도 군산시 하나운1길 39,전라북도 군산시 나운동 836-11,매일,35.580801,126.414618,76,"수산물, 채소, 과일 등",온누리 상품권+군산사랑상품권,,Y,N,1985,063-461-0567,2019-04-12,4670000,전라북도 군산시,
명산시장,상설장,전라북도 군산시 금광길 20,전라북도 군산시 명산동 19-10,매일,35.585978,126.423482,52,"과일, 야채, 생선, 등",온누리 상품권+군산사랑상품권,,Y,Y,1982,063-445-9384,2019-04-12,4670000,전라북도 군산시,
역전종합시장,상설장,전라북도 군산시 대명3길,전라북도 군산시 대명동 138,매일,35.584962,126.431455,96,"의류, 생선, 떡, 과일, 야채, 잡화 등",온누리 상품권+군산사랑상품권,,Y,Y,1965,070-7749-2825,2019-04-12,4670000,전라북도 군산시,
신영시장,상설장,전라북도 군산시 동신영길 70,전라북도 군산시 신영동 19-5,매일,35.596031,126.431341,103,"생선, 과일, 야채 등",온누리 상품권+군산사랑상품권,,Y,Y,1985,070-7788-3412,2019-04-12,4670000,전라북도 군산시,
대야재래시장,5일장,전라북도 군산시 대야면 대야시장로 7-1,전라북도 군산시 대야면 산월리 401-1,1일+6일,35.564043,126.485577,53,"묘목, 생선, 야채, 의류, 잡화 등",온누리 상품권+군산사랑상품권,,Y,Y,1965,063-451-2327,2019-04-12,4670000,전라북도 군산시,
군산수산물종합센터,상설장,전라북도 군산시 내항2길 238,전라북도 군산시 해망동 1011-21,매일,35.593787,136.421741,152,"수산물 선어, 건어, 활어 등",온누리 상품권+군산사랑상품권,,Y,Y,2003,063-442-4822,2019-04-12,4670000,전라북도 군산시,
군산공설시장,상설장,전라북도 군산시 신금길 18,전라북도 군산시 신영동 18-1,매일,35.592541,126.431325,282,"의류, 한약재, 젓갈, 야채 등",온누리 상품권+군산사랑상품권,,Y,Y,1918,063-445-4929,2019-04-12,4670000,전라북도 군산시,
상계중앙시장,상설장,서울특별시 노원구 상계로27길 32,서울특별시 노원구 상계동 389-641,매일,37.659828,127.069823,76,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,N,N,1975,070-4141-1116,2018-10-01,3100000,서울특별시 노원구,
공릉동도깨비시장,상설장,서울특별시 노원구 동일로180길 37 공릉상가,서울특별시 노원구 공릉1동 566-20,매일,37.622659,127.076223,107,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,N,1977,02-976-4143,2018-10-01,3100000,서울특별시 노원구,
고산시장,상설장+5일장,전라북도 완주군 고산면 남봉로 134,전라북도 완주군 고산면 읍내리 887,"매일(4일,9일)",35.9744195,127.2045981,31,"음식점, 농산물, 식당 등",온누리상품권,http://www.gosanmiso.co.kr,Y,Y,1964,063-262-0119,2019-05-07,4720000,전라북도 완주군,
삼례시장,5일장,전라북도 완주군 삼례읍 삼봉로 6,전라북도 완주군 삼례읍 삼례리 923-8,"3일, 8일",35.919535,127.0944025,48,"음식점, 닭집, 의류, 생선 등",온누리상품권,,Y,Y,1964,063-291-8899,2019-05-07,4720000,전라북도 완주군,
봉동시장,5일장,전라북도 완주군 봉동읍 봉동동서로 134-5,전라북도 완주군 봉동읍 장기리 217-13,"5일, 10일",35.9387872,127.1673385,35,"식료품, 건어물, 식당 등",온누리상품권,,Y,Y,1964,,2019-05-07,4720000,전라북도 완주군,
매일시장,상설장,전라남도 해남군 해남읍 천변2길 15,전라남도 해남군 해남읍 읍내리 50번지 일원,상설,34.5703844,126.5989011,39,"어물, 채소, 잡화 등","온누리상품권, 해남사랑상품권",,Y,y,1981,061-536-2877,2019-06-17,4930000,전라남도 해남군,
해남5일시장,5일장,전라남도 해남군  해남읍 중앙2로 100-2,전라남도 해남군 해남읍 고도리 106-4외 4필지,"1일, 6일",34.5682473,126.5964077,202,"어물, 채소, 잡화 등","온누리상품권, 해남사랑상품권",,Y,Y,1964,061-530-5167,2019-06-17,4930000,전라남도 해남군,
월송5일시장,5일장,전라남도 해남군 현산면 시등리길 48-5,전라남도 해남군 현산면 월송리 279-1외 2필지,"4일, 9일",34.4167987815,126.5887499293,15,"어물, 채소, 잡화 등",,,Y,n,1964,061-530-5167,2019-06-17,4930000,전라남도 해남군,
산정5일시장,5일장,전라남도 해남군 산정1길 37-2,전라남도 해남군 송지면 산정리 758,"2일, 7일",34.3709535048,126.5221307942,40,"어물, 채소, 잡화 등",,,Y,Y,1967,061-530-5167,2019-06-17,4930000,전라남도 해남군,
남창5일시장,5일장,전라남도 해남군 북평면 달량진길 48-11,전라남도 해남군 북평면 남창리 1279-2,"2일, 7일",34.4045382,126.626873,144,"어물, 채소, 잡화 등","온누리상품권, 해남사랑상품권",,Y,Y,1964,061-530-5167,2019-06-17,4930000,전라남도 해남군,
좌일5일시장,5일장,전라남도 해남군 북일면 만월길26-1,전라남도 해남군 북일면 흥촌리 161,"3일, 8일",34.4638557280,126.6725677884,38,"어물, 채소, 잡화 등",,,Y,Y,1964,061-530-5167,2019-06-17,4930000,전라남도 해남군,
남리5일시장,5일장,전라남도 해남군 황산면 시등로111-11,전라남도 해남군 황산면 남리 7 외 1필지,"3일, 8일",34.5752603,126.4325110,60,"어물, 채소, 잡화 등",,,Y,Y,1964,061-530-5167,2019-06-17,4930000,전라남도 해남군,
우수영5일시장,5일장,전라남도 해남군 문내면 우수영길 10-13,전라남도 해남군 문내면 동외리 920외1필지,"4일, 9일",34.596545,126.311547,60,"어물, 채소, 잡화 등","온누리상품권, 해남사랑상품권",,Y,Y,1964,061-530-5167,2019-06-17,4930000,전라남도 해남군,
화원5일시장,5일장,전라남도 해남군 화원면 청용길15-12,전라남도 해남군 화원면 금평리 239-14,"5일, 10일",34.6674561488,126.3272635893,28,"어물, 채소, 잡화 등",,,Y,n,1964,061-530-5167,2019-06-17,4930000,전라남도 해남군,
봉화상설시장,상설장+5일장,경상북도 봉화군 봉화읍 신시장길 6,경상북도 봉화군 봉화읍 내성리 419-20,2일+7일,36.8904141,128.7347181,136,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1980,054-673-5945,2019-04-03,5240000,경상북도 봉화군,
억지춘양시장,상설장+5일장,경상북도 봉화군 춘양면 의양로 60,경상북도 봉화군 춘양면 의양리 357-29,4일+9일,36.9364021,128.9130231,127,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,http://bhcy2015.co.kr,Y,Y,1971,054-674-3080,2019-04-03,5240000,경상북도 봉화군,
천안중앙시장,상설장,충청남도 천안시 동남구 사직로 7 일원,,매일,36.80075597,127.149291,447,,,,,,,,2018-10-16,6440000,충청남도,
병천시장,5일장,충청남도 천안시 동남구 병천면 병천2로 7 일원,,"1일,+6일",36.76324896,127.2987512,185,,,,,,,,2018-10-16,6440000,충청남도,
천안역전시장,상설장,충청남도 천안시 동남구 큰시장길 29 일원,,매일,36.80243657,127.1499112,123,,,,,,,,2018-10-16,6440000,충청남도,
성환이화시장,5일장,충청남도 천안시 서북구 성환읍 성환시장길 12 일원,,"1일,+6일",36.91854239,127.1300295,165,,,,,,,,2018-10-16,6440000,충청남도,
성정시장,상설장,충청남도 천안시 서북구 성저오 78 일원,,매일,36.82216541,127.196996,80,,,,,,,,2018-10-16,6440000,충청남도,
산성시장,상설장,충청남도 공주시 용담길 20,,"1일,+6일",36.47066341,127.0771193,650,,,,,,,,2018-10-16,6440000,충청남도,
유구시장,5일장,충청남도 공주시 유구읍 시장길 33-12,,"3일,+8일",36.55392636,126.9516295,80,,,,,,,,2018-10-16,6440000,충청남도,
산성시장 활성화구역,상설장,충청남도 공주시 국고개길 20,,매일,36.4543169,127.1264991,307,,,,,,,,2018-10-16,6440000,충청남도,
동부시장,상설장,충청남도 보령시 구상가길 14-1,,"3일,+8일",36.34943007,126.5968068,63,,,,,,,,2018-10-16,6440000,충청남도,
웅천시장,5일장,충청남도 보령시 웅천읍 장터 중앙길 103,,"2일,+7일",36.23821737,126.5802728,132,,,,,,,,2018-10-16,6440000,충청남도,
중앙시장,상설장,충청남도 보령시 중앙시장 2길 18,,"3일,+8일",36.35059842,126.5934659,128,,,,,,,,2018-10-16,6440000,충청남도,
한내시장,상설장,충청남도 보령시 상설시장길 8,,"3일,+8일",36.3494862,126.5954466,240,,,,,,,,2018-10-16,6440000,충청남도,
현대상가시장,상설장,충청남도 보령시 대흥로 16,,"3일,+8일",36.34890893,126.5969386,53,,,,,,,,2018-10-16,6440000,충청남도,
대천항수산물시장,상설장,충청남도 보령시 대천항로 334,,매일,36.3264174,126.5088676,140,,,,,,,,2018-10-16,6440000,충청남도,
둔포시장,5일장,충청남도 아산시 둔포면 둔포면로 33,,"2일,+7일",36.92974391,127.0376234,161,,,,,,,,2018-10-16,6440000,충청남도,
온양온천시장,상설장,충청남도 아산시 시장길 39,,"4일,+9일",36.80852673,126.9766726,482,,,,,,,,2018-10-16,6440000,충청남도,
온양온천역풍물5일장,5일장,충청남도 아산시 온천대로 1496,,"4일,+9일",36.78049387,127.0034949,0,,,,,,,,2018-10-16,6440000,충청남도,
대산종합시장,상설장,충청남도 서산시 대산읍 충의로 1972,,매일,36.93993442,126.4313633,47,,,,,,,,2018-10-16,6440000,충청남도,
동부시장,상설장,충청남도 서산시 시장 3길 5-6,,"2일,+7일",36.78261453,126.4556115,248,,,,,,,,2018-10-16,6440000,충청남도,
해미시장,상설장,충청남도 서산시 해미면 읍성마을 4길 17-2,,"1일,+5일",36.71843079,126.5415959,33,,,,,,,,2018-10-16,6440000,충청남도,
해미종합시장,상설장,충청남도 서산시 해미면 남문 1로 47,,매일,36.7113273,126.5465428,48,,,,,,,,2018-10-16,6440000,충청남도,
강경대흥시장,상설장,충청남도 논산시 강경읍 대흥로 23-1,,매일,36.1559788,127.013679,110,,,,,,,,2018-10-16,6440000,충청남도,
강경젓갈시장,상설장,충청남도 논산시 강경읍 금백로 45,,매일,36.1575601,127.0098028,93,,,,,,,,2018-10-16,6440000,충청남도,
화지·중앙시장,상설장,충청남도 논산시 대화로 78,,"3일,+8일",36.2086098,127.0850165,308,,,,,,,,2018-10-16,6440000,충청남도,
양촌시장,5일장,충청남도 논산시 양촌면 인천리 379-3,,"2일,+7일",36.13838393,127.234286,0,,,,,,,,2018-10-16,6440000,충청남도,
연무안심시장,5일장,충청남도 논산시 연무읍 연무로 178번길 10,,"5일,+10일",36.13012861,127.0981477,120,,,,,,,,2018-10-16,6440000,충청남도,
연산시장,5일장,충청남도 논산시 연산면 연산4길 10-7,,"5일,+10일",36.21626188,127.2160787,17,,,,,,,,2018-10-16,6440000,충청남도,
당진전통시장,5일장,충청남도 당진시 시장길 109,,"5일,+10일",36.879296,126.6779263,262,,,,,,,,2018-10-16,6440000,충청남도,
신평시장,5일장,충청남도 당진시 신평면 신평로 812-31,,"2일,+7일",36.88478252,126.7737106,54,,,,,,,,2018-10-16,6440000,충청남도,
합덕시장,5일장,충청남도 당진시 합덕읍 버그내 2길 128-25,,"1일,+6일",36.8063455,126.7725855,30,,,,,,,,2018-10-16,6440000,충청남도,
금산수삼센타,5일장,충청남도 금산군 금산읍 인삼약초로 24,,매일,36.1001043,127.4964877,333,,,,,,,,2018-10-16,6440000,충청남도,
금산시장,5일장,충청남도 금산군 금산읍 건삼전길 45,,"2일,+7일",36.10009388,127.4834161,197,,,,,,,,2018-10-16,6440000,충청남도,
금산인삼국제시장,5일장,충청남도 금산군 금산읍 인삼약초로 45,,매일,36.10189657,127.498331,206,,,,,,,,2018-10-16,6440000,충청남도,
금산약초시장,5일장,충청남도 금산군 금산읍 비단로 144,,매일,36.10038842,127.4954641,31,,,,,,,,2018-10-16,6440000,충청남도,
중부시장,5일장,충청남도 금산군 금산읍 비범로 19,,매일,36.10454265,127.4910172,24,,,,,,,,2018-10-16,6440000,충청남도,
마전시장,상설장,충청남도 금산군 추부면 하마전로 9,,"4일,+9일",36.19000042,127.4676844,30,,,,,,,,2018-10-16,6440000,충청남도,
금산인삼쇼핑센터,상설장,충청남도 금산군 금산읍 인삼광장로 47,,매일,36.10147552,127.4989445,52,,,,,,,,2018-10-16,6440000,충청남도,
금산인삼전통시장,상설장,충청남도 금산군 금산읍 건삼전1길 20-12,,매일,36.10057365,127.4923644,75,,,,,,,,2018-10-16,6440000,충청남도,
부여시장,상설장,충청남도 부여군 부여읍 성왕로 173번길 12,,"5일,+10일",36.28149325,126.907561,86,,,,,,,,2018-10-16,6440000,충청남도,
부여중앙시장,상설장,충청남도 부여군 부여읍 중앙로 13번길 30,,매일,36.28634298,126.9387515,80,,,,,,,,2018-10-16,6440000,충청남도,
외산시장,5일장,충청남도 부여군 외산면 외산로 106-10,,"4일,+9일",36.30312738,126.7047432,42,,,,,,,,2018-10-16,6440000,충청남도,
은산시장,상설장,충청남도 부여군 은산면 충의로 680,,"1일,+6일",36.30952101,126.8535667,18,,,,,,,,2018-10-16,6440000,충청남도,
홍산시장,상설장,충청남도 부여군 홍산면 홍산시장로 43-3,,"2일,+7일",36.21361757,126.7581991,145,,,,,,,,2018-10-16,6440000,충청남도,
서천특화시장,5일장,충청남도 서천군 서천읍 충절로 4-2,,매일,36.08455234,126.7003403,288,,,,,,,,2018-10-16,6440000,충청남도,
장항전통시장,상설장,충청남도 서천군 장항읍 성화로 104,,매일,36.01556305,126.6945727,107,,,,,,,,2018-10-16,6440000,충청남도,
판교시장,5일장,충청남도 서천군 판교면 종판로 887번길 26-8,,"5일,+10일",36.15484831,126.689592,18,,,,,,,,2018-10-16,6440000,충청남도,
한산시장,5일장,충청남도 서천군 한산면 충절로 1173번길 22,,"1일,+6일",36.08480237,126.8050048,16,,,,,,,,2018-10-16,6440000,충청남도,
비인시장,5일장,충청남도 서천군 비인면 비인로 149번길 12,,"4일,+9일",36.13942407,126.6037855,48,,,,,,,,2018-10-16,6440000,충청남도,
정산시장,상설장,충청남도 청양군 정산면 정현길 54,,"5일,+10일",36.41059486,126.9480261,59,,,,,,,,2018-10-16,6440000,충청남도,
청양전통시장,상설장,충청남도 청양군 청양읍 칠산로 4길 6번,,"2일,+7일",36.4490938,126.7934466,135,,,,,,,,2018-10-16,6440000,충청남도,
청양특화시장,5일장,충청남도 청양군 청양읍 문화예술로 112,,매일,36.44890434,126.7987926,18,,,,,,,,2018-10-16,6440000,충청남도,
갈산정기시장,5일장,충청남도 홍성군 갈산면 갈산로 120번길 10,,"3일,+8일",36.60300459,126.5512024,18,,,,,,,,2018-10-16,6440000,충청남도,
광천정기시장,5일장,충청남도 홍성군 광천읍 광천로 299번길 21,,"4일,+9일",36.50085812,126.625034,177,,,,,,,,2018-10-16,6440000,충청남도,
홍성상설시장,5일장,충청남도 홍성군 홍성읍 아문길 60,,매일,36.59969509,126.6637084,92,,,,,,,,2018-10-16,6440000,충청남도,
홍성전통시장,상설장,충청남도 홍성군 홍성읍 홍성천길 242,,"1일,+6일",36.6021223,126.6680143,139,,,,,,,,2018-10-16,6440000,충청남도,
고덕시장,상설장,충청남도 예산군 고덕면 대천3길 30,,"3일,+8일",36.74439217,126.7061747,39,,,,,,,,2018-10-16,6440000,충청남도,
광시시장,5일장,충청남도 예산군 광시면 광시소길 8,,"3일,+8일",36.54895823,126.774407,13,,,,,,,,2018-10-16,6440000,충청남도,
덕산시장,5일장,충청남도 예산군 덕산면 읍내북문 14-1,,"4일,+9일",36.67761835,126.6335776,50,,,,,,,,2018-10-16,6440000,충청남도,
삽교시장,상설장,충청남도 예산군 삽교읍 두리2길 57-1,,"2일,+7일",36.68703375,126.7414632,30,,,,,,,,2018-10-16,6440000,충청남도,
역전시장,5일장,충청남도 예산군 예산읍 역전로 84,,"3일,+8일",36.68704253,126.8299018,37,,,,,,,,2018-10-16,6440000,충청남도,
예산상설시장,5일장,충청남도 예산군 예산읍 형제고개로 967,,매일,36.677221,126.8494611,120,,,,,,,,2018-10-16,6440000,충청남도,
예산시장,5일장,충청남도 예산군 예산읍 형제고개로 967,,"5일,+10일",36.677221,126.8494611,11,,,,,,,,2018-10-16,6440000,충청남도,
안면도수산시장,5일장,충청남도 태안군 안면읍 장터로 104,,매일,36.51635977,126.3460047,42,,,,,,,,2018-10-16,6440000,충청남도,
태안특산물전통시장,5일장,충청남도 태안군 태안읍 시장 4길 18 일원,,매일,36.75135794,126.2984709,136,,,,,,,,2018-10-16,6440000,충청남도,
태안서부시장,상설장,충청남도 태안군 태안읍 시장 1길 34 일원,,매일,36.75344282,126.2961853,182,,,,,,,,2018-10-16,6440000,충청남도,
화원시장,상설장,대구광역시 달성군 화원읍 비슬로512길 66,대구광역시 달성군 화원읍 천내리 892-4,매일,35.801183,128.499432,31,"한식, 미곡, 잡화 등",온누리상품권,,Y,Y,1914,,2019-06-25,3480000,대구광역시 달성군,
현풍백년도깨비시장,상설장,대구광역시 달성군 현풍면 현풍로6길 5,대구광역시 달성군 현풍면 원교리 12-5,매일,35.694751,128.442243,51,"한식, 건어물, 잡화 등",온누리상품권,,Y,Y,1918,,2019-06-25,3480000,대구광역시 달성군,
논공시장,상설장,대구광역시 달성군 논공읍 금포시장길 4,대구광역시 달성군 논공읍 금포리 1805-1,정기,35.774035,128.421783,12,"농약, 방앗간 등",,,Y,Y,2010,,2019-06-25,3480000,대구광역시 달성군,
구지시장,상설장,대구광역시 달성군 구지면 창리로11길 15-7,대구광역시 달성군 구지면 창리 424-2,정기,35.657765,128.412578,4,"한식, 잡화 등",,,Y,Y,1933,,2019-06-25,3480000,대구광역시 달성군,
논공중앙시장,상설장,대구광역시 달성군 논공읍 용호로2길 12,대구광역시 달성군 논공읍 북리 824-33,매일,35.7283874393,128.446519,50,"한식, 반찬, 떡 등",,,Y,N,1996,,2019-06-25,3480000,대구광역시 달성군,
우림골목시장,상설장,서울특별시 중랑구 망우로62길 52-4,서울특별시 중랑구 망우동 463-44,연정무휴,37.5967341,127.0982568,189,농수산물,온누리 상품권,http://www.urimsijang.com/,Y,Y,1970,02-436-3598,2018-10-08,3060000,서울특별시 중랑구,
면목골목시장,상설장,서울특별시 중랑구 사가정로50길 84,서울특별시 중랑구 면목동 666-15,연정무휴,37.5774471,127.0844193,120,농수산물,온누리 상품권,,N,N,1970,02-496-5665,2018-10-08,3060000,서울특별시 중랑구,
동부골목시장,상설장,서울특별시 중랑구 중랑천로10길 61,서울특별시 중랑구 상봉동 130-161,연정무휴,37.5924034,127.0763108,120,의류 및 신발,온누리 상품권,,N,N,1970,02-437-8155,2018-10-08,3060000,서울특별시 중랑구,
동원골목시장,상설장,서울특별시 중랑구 상봉로11길 37,서울특별시 중랑구 면목동 103-1,연정무휴,37.5897129,127.0913970,127,농수산물,온누리 상품권,,N,Y,1970,02-2209-0220,2018-10-08,3060000,서울특별시 중랑구,
사가정시장,상설장,서울특별시 중랑구 면목로44길 16,서울특별시 중랑구 면목동 472-45,연정무휴,37.5810464,127.0893727,117,농수산물,온누리 상품권,,N,N,1970,02-492-2214,2018-10-08,3060000,서울특별시 중랑구,
동원,상설장,서울특별시 중랑구 면목로74길 45,서울특별시 중랑구 면목동 101-1,연중무휴,37.5897984,127.0898741,14,"농수산물, 음식점",온누리 상품권,,Y,Y,1971,02-439-0026,2018-10-08,3060000,서울특별시 중랑구,
면목시장(남성카멜리아),상설장,서울특별시 중랑구 면목로39길 11,서울특별시 중랑구 면목동 650,연중무휴,37.5795675,127.0863113,26,"농수산물, 음식점",,,Y,Y,1968,02-434-1365,2018-10-08,3060000,서울특별시 중랑구,
중랑교종합상가,상설장,서울특별시 중랑구 면목로 435-1,서울특별시 중랑구 면목동 129-9,연중무휴,37.5907094,127.0867254,78,"농수산물, 음식점",,,Y,Y,1971,02-437-6100,2018-10-08,3060000,서울특별시 중랑구,
태능엔터피아,상설장,서울특별시 중랑구 동일로129길 35,서울특별시 중랑구 중화동 314-1,연중무휴,37.5991759,127.0774943,34,"농수산물, 음식점",,,Y,Y,1975,02-432-8637,2018-10-08,3060000,서울특별시 중랑구,
동성타워프라자,상설장,서울특별시 중랑구 봉화산로 221,서울특별시 중랑구 신내동 786,"매월 첫째, 셋째 일요일 휴무",37.6080126,127.0972180,48,"농수산물, 음식점",,,Y,Y,1996,02-3423-2975,2018-10-08,3060000,서울특별시 중랑구,
신아타운,상설장,서울특별시 중랑구 봉화산로 194,서울특별시 중랑구 신내동 666,"매월 첫째, 셋째 일요일 휴무",37.6064082,127.0946811,127,"농수산물, 음식점",,,Y,Y,1999,02-3422-4501,2018-10-08,3060000,서울특별시 중랑구,
신포국제시장,상설장,인천광역시 중구 우현로 49번길 11-5,인천광역시 중구 신포동 3-2,매일,37.4714634497,126.6278105347,164,"식품, 잡화, 의류",온누리상품권,http://www.sinpomarket.com,Y,Y,1970,032-772-5812,2019-05-30,3490000,인천광역시 중구,
신흥시장,상설장,인천광역시 중구 도원로 23-7,인천광역시 중구 선화동 1-10,매일,37.4666006394,126.6367601777,66,"식품, 잡화, 의류",온누리상품권,,Y,Y,1961,032-885-9507,2019-05-30,3490000,인천광역시 중구,
인천종합어시장,상설장,인천광역시 중구 연안부두로 33번길 37,인천광역시 중구 항동7가 27,매일,37.4541369375,126.6071640445,500,수산물,온누리상품권,http://www.asijang.com,Y,Y,1981,032-888-4241,2019-05-30,3490000,인천광역시 중구,
안동구시장,상설장,경상북도 안동시 번영1길55,,매일,36.5658113466,128.727875164,234,"안동찜닭,제수용품,의류 등",온누리상품권,www.adjang.kr,Y,Y,1946,054-858-9002,2019-04-01,5070000,경상북도 안동시,
북문시장,5일장,경상북도 안동시 북문옥정길 9,,2일+7일,36.5691720975,128.732226025,89,농산물,,,Y,Y,1970,,2019-04-01,5070000,경상북도 안동시,
구담공설시장,5일장,경상북도 안동시 풍천면 구담배나들길 35,,4일+9일,36.5421008426,128.466276696,61,농산물,온누리상품권,,Y,Y,1962,,2019-04-01,5070000,경상북도 안동시,
서부시장,5일장,경상북도 안동시 서부시장길 51,,2일+7일,36.5661154571,128.715304686,120,농산물,,,Y,Y,1970,054-842-4554,2019-04-01,5070000,경상북도 안동시,
신평공설시장,5일장,경상북도 안동시 녹전로 718-10,,5일+10일,36.7428088298,128.774996189,5,농산물,,,Y,Y,1958,,2019-04-01,5070000,경상북도 안동시,
온혜공설시장,5일장,경상북도 안동시 도산면 온혜리 566-1,,5일+10일,,,10,농산물,,,Y,Y,1977,,2019-04-01,5070000,경상북도 안동시,
옹천사설시장,상설장,경상북도 안동시 북후면 산북로 1596,,매일,36.6841278055,128.701737125,40,농산물,,,Y,Y,1985,,2019-04-01,5070000,경상북도 안동시,
